user_id,page
15866,product_page
347058,product_page
577020,product_page
780347,product_page
383739,product_page
383371,product_page
681241,product_page
76676,product_page
823713,product_page
245022,product_page
658818,product_page
52397,product_page
459636,product_page
650659,product_page
254599,product_page
379117,product_page
822716,product_page
211346,product_page
305860,product_page
354896,product_page
911820,product_page
816454,product_page
982426,product_page
877597,product_page
444854,product_page
341331,product_page
895327,product_page
896922,product_page
980011,product_page
119672,product_page
975519,product_page
866614,product_page
481002,product_page
757092,product_page
734724,product_page
53097,product_page
263369,product_page
178290,product_page
964955,product_page
721057,product_page
107866,product_page
423178,product_page
880145,product_page
34163,product_page
780903,product_page
898080,product_page
279495,product_page
338161,product_page
521961,product_page
761767,product_page
804622,product_page
672002,product_page
316853,product_page
943973,product_page
452173,product_page
810394,product_page
281851,product_page
49278,product_page
959844,product_page
153001,product_page
658034,product_page
701977,product_page
183871,product_page
204243,product_page
746756,product_page
666005,product_page
565955,product_page
281392,product_page
420537,product_page
447937,product_page
260054,product_page
937711,product_page
47758,product_page
395399,product_page
143745,product_page
28637,product_page
729046,product_page
277505,product_page
70133,product_page
975183,product_page
494668,product_page
870779,product_page
262518,product_page
153877,product_page
157296,product_page
124167,product_page
352345,product_page
158839,product_page
768851,product_page
120155,product_page
597432,product_page
878786,product_page
546837,product_page
392233,product_page
833576,product_page
623112,product_page
132117,product_page
620134,product_page
687274,product_page
38881,product_page
97464,product_page
385778,product_page
293162,product_page
105900,product_page
530795,product_page
756026,product_page
677476,product_page
912742,product_page
855408,product_page
666712,product_page
14637,product_page
364280,product_page
402072,product_page
779793,product_page
229519,product_page
166346,product_page
765157,product_page
909883,product_page
582870,product_page
561148,product_page
524943,product_page
739368,product_page
887247,product_page
231979,product_page
866781,product_page
228400,product_page
773383,product_page
10471,product_page
718165,product_page
50775,product_page
51300,product_page
34398,product_page
804434,product_page
816922,product_page
846381,product_page
310485,product_page
582025,product_page
696785,product_page
53482,product_page
941606,product_page
359850,product_page
466252,product_page
450979,product_page
933249,product_page
538275,product_page
271171,product_page
165916,product_page
379505,product_page
899552,product_page
113118,product_page
12051,product_page
79708,product_page
104107,product_page
44159,product_page
689836,product_page
423604,product_page
437153,product_page
809049,product_page
521593,product_page
481619,product_page
845467,product_page
557472,product_page
310380,product_page
447797,product_page
680969,product_page
852915,product_page
96473,product_page
4987,product_page
180592,product_page
44302,product_page
750081,product_page
109174,product_page
648541,product_page
663632,product_page
602799,product_page
560865,product_page
780728,product_page
244734,product_page
357743,product_page
18752,product_page
863916,product_page
781657,product_page
615314,product_page
701509,product_page
842385,product_page
867816,product_page
731717,product_page
939040,product_page
497768,product_page
863420,product_page
913425,product_page
430543,product_page
972956,product_page
19149,product_page
230367,product_page
872921,product_page
456658,product_page
248401,product_page
196901,product_page
635397,product_page
146707,product_page
126197,product_page
823404,product_page
126472,product_page
412508,product_page
92511,product_page
457686,product_page
951899,product_page
340572,product_page
420631,product_page
401913,product_page
215465,product_page
813843,product_page
54849,product_page
767813,product_page
848554,product_page
726716,product_page
841908,product_page
851274,product_page
613524,product_page
145498,product_page
355953,product_page
20704,product_page
783883,product_page
715052,product_page
136453,product_page
495789,product_page
560263,product_page
285108,product_page
394778,product_page
222488,product_page
686018,product_page
444517,product_page
368205,product_page
957285,product_page
407878,product_page
835764,product_page
815952,product_page
238342,product_page
719006,product_page
432366,product_page
261813,product_page
952348,product_page
940891,product_page
122315,product_page
844906,product_page
721357,product_page
990627,product_page
699320,product_page
246080,product_page
551949,product_page
812218,product_page
272840,product_page
500091,product_page
775920,product_page
246783,product_page
992000,product_page
355594,product_page
739555,product_page
722319,product_page
604554,product_page
818862,product_page
705903,product_page
358524,product_page
746566,product_page
909372,product_page
423926,product_page
396525,product_page
639666,product_page
624451,product_page
638114,product_page
983713,product_page
831416,product_page
470952,product_page
457209,product_page
63610,product_page
977680,product_page
503824,product_page
8752,product_page
485453,product_page
10412,product_page
79177,product_page
670466,product_page
646070,product_page
26538,product_page
144051,product_page
334294,product_page
458232,product_page
777624,product_page
548955,product_page
487054,product_page
993918,product_page
161503,product_page
184672,product_page
623863,product_page
730809,product_page
700567,product_page
158756,product_page
341379,product_page
841278,product_page
931144,product_page
103229,product_page
592767,product_page
651383,product_page
905009,product_page
791482,product_page
810658,product_page
594614,product_page
828070,product_page
368141,product_page
152381,product_page
168475,product_page
774180,product_page
63869,product_page
711805,product_page
364574,product_page
3023,product_page
588475,product_page
939680,product_page
767676,product_page
43081,product_page
318394,product_page
611501,product_page
982112,product_page
293832,product_page
886978,product_page
501582,product_page
576405,product_page
393413,product_page
247708,product_page
697235,product_page
899924,product_page
160401,product_page
468765,product_page
992286,product_page
879660,product_page
727529,product_page
804987,product_page
509907,product_page
959896,product_page
279705,product_page
352313,product_page
289656,product_page
330287,product_page
872933,product_page
754818,product_page
589414,product_page
246071,product_page
658081,product_page
897617,product_page
794928,product_page
384353,product_page
266784,product_page
411422,product_page
468805,product_page
198114,product_page
790460,product_page
593242,product_page
863890,product_page
555352,product_page
191905,product_page
550567,product_page
541909,product_page
267867,product_page
158436,product_page
967485,product_page
914397,product_page
676161,product_page
402057,product_page
946187,product_page
221771,product_page
405250,product_page
478536,product_page
881934,product_page
512819,product_page
411163,product_page
573291,product_page
925668,product_page
488901,product_page
380854,product_page
881096,product_page
67504,product_page
377708,product_page
741894,product_page
827309,product_page
851200,product_page
882855,product_page
272772,product_page
743008,product_page
508222,product_page
813860,product_page
471511,product_page
960605,product_page
949935,product_page
89839,product_page
982103,product_page
782060,product_page
779236,product_page
333114,product_page
346010,product_page
711572,product_page
125239,product_page
445927,product_page
49723,product_page
418317,product_page
465657,product_page
176057,product_page
221267,product_page
868859,product_page
91432,product_page
540246,product_page
506113,product_page
685233,product_page
516727,product_page
192603,product_page
489725,product_page
3578,product_page
959302,product_page
157314,product_page
78381,product_page
725878,product_page
280309,product_page
990648,product_page
432458,product_page
412728,product_page
21681,product_page
938084,product_page
878316,product_page
544723,product_page
313205,product_page
955242,product_page
527647,product_page
623448,product_page
833819,product_page
895660,product_page
832626,product_page
460576,product_page
439618,product_page
610172,product_page
636896,product_page
868623,product_page
29666,product_page
2208,product_page
770927,product_page
913876,product_page
883036,product_page
582542,product_page
743798,product_page
71603,product_page
245909,product_page
10120,product_page
348086,product_page
641288,product_page
459174,product_page
930726,product_page
106775,product_page
825560,product_page
338335,product_page
756446,product_page
783184,product_page
874295,product_page
922050,product_page
64255,product_page
931161,product_page
549894,product_page
657933,product_page
214347,product_page
913794,product_page
911230,product_page
720065,product_page
899461,product_page
493117,product_page
927847,product_page
597342,product_page
893898,product_page
418947,product_page
179966,product_page
6482,product_page
233845,product_page
246226,product_page
436828,product_page
993592,product_page
267804,product_page
258419,product_page
323483,product_page
232875,product_page
220405,product_page
349032,product_page
352488,product_page
699908,product_page
86751,product_page
438553,product_page
910293,product_page
604869,product_page
372446,product_page
541364,product_page
696717,product_page
507198,product_page
161147,product_page
717028,product_page
316291,product_page
331073,product_page
443399,product_page
399507,product_page
387217,product_page
226369,product_page
231380,product_page
901909,product_page
85928,product_page
395899,product_page
4756,product_page
107058,product_page
899083,product_page
743680,product_page
958114,product_page
16212,product_page
998709,product_page
553878,product_page
660486,product_page
99456,product_page
662321,product_page
715006,product_page
924055,product_page
200303,product_page
872372,product_page
877336,product_page
46553,product_page
326677,product_page
280579,product_page
853693,product_page
188301,product_page
801869,product_page
900999,product_page
655521,product_page
896837,product_page
384639,product_page
774212,product_page
957319,product_page
982752,product_page
316177,product_page
363208,product_page
455554,product_page
877057,product_page
204541,product_page
211367,product_page
568251,product_page
161155,product_page
297310,product_page
166674,product_page
684361,product_page
340451,product_page
876899,product_page
220268,product_page
359967,product_page
163344,product_page
24161,product_page
262509,product_page
126421,product_page
552139,product_page
253846,product_page
474385,product_page
392072,product_page
740581,product_page
345411,product_page
472014,product_page
702994,product_page
766631,product_page
870315,product_page
854620,product_page
971137,product_page
583658,product_page
425648,product_page
546093,product_page
281822,product_page
994025,product_page
637064,product_page
870953,product_page
11035,product_page
355138,product_page
103362,product_page
630965,product_page
645947,product_page
822929,product_page
207443,product_page
965377,product_page
653975,product_page
601340,product_page
251599,product_page
174997,product_page
790909,product_page
480553,product_page
453717,product_page
560148,product_page
262781,product_page
577146,product_page
534646,product_page
619071,product_page
89329,product_page
676911,product_page
431940,product_page
568122,product_page
846001,product_page
160507,product_page
407193,product_page
783502,product_page
774157,product_page
81206,product_page
439966,product_page
627027,product_page
210354,product_page
582092,product_page
173551,product_page
560265,product_page
645126,product_page
24022,product_page
86544,product_page
328229,product_page
786584,product_page
204668,product_page
69483,product_page
71764,product_page
17979,product_page
185822,product_page
557107,product_page
926177,product_page
165507,product_page
412025,product_page
256335,product_page
96623,product_page
425841,product_page
796433,product_page
414054,product_page
761574,product_page
122217,product_page
754262,product_page
641856,product_page
709888,product_page
357281,product_page
827802,product_page
27559,product_page
474920,product_page
448946,product_page
686510,product_page
822449,product_page
908242,product_page
81157,product_page
252733,product_page
319188,product_page
710166,product_page
323069,product_page
195620,product_page
823957,product_page
303736,product_page
43987,product_page
230833,product_page
405027,product_page
666217,product_page
658797,product_page
731555,product_page
299808,product_page
190549,product_page
828974,product_page
635764,product_page
929222,product_page
389491,product_page
207637,product_page
410035,product_page
875896,product_page
543356,product_page
828688,product_page
9001,product_page
229111,product_page
402725,product_page
809318,product_page
696002,product_page
791748,product_page
701034,product_page
218126,product_page
217133,product_page
203583,product_page
645944,product_page
816350,product_page
177943,product_page
923434,product_page
639510,product_page
219867,product_page
844612,product_page
664990,product_page
127019,product_page
617281,product_page
35203,product_page
596385,product_page
271389,product_page
167447,product_page
163352,product_page
719514,product_page
968806,product_page
873469,product_page
833229,product_page
908755,product_page
505203,product_page
577346,product_page
233449,product_page
436289,product_page
949325,product_page
530252,product_page
260757,product_page
594731,product_page
646233,product_page
550309,product_page
306141,product_page
836974,product_page
912304,product_page
636650,product_page
116725,product_page
570406,product_page
488706,product_page
667346,product_page
313356,product_page
200599,product_page
479548,product_page
751191,product_page
341727,product_page
457564,product_page
946027,product_page
78456,product_page
722145,product_page
931071,product_page
509357,product_page
43321,product_page
960431,product_page
32916,product_page
433288,product_page
641775,product_page
576366,product_page
338352,product_page
462308,product_page
355269,product_page
205316,product_page
71908,product_page
357331,product_page
833359,product_page
83438,product_page
912246,product_page
217770,product_page
290602,product_page
695725,product_page
763926,product_page
804066,product_page
828882,product_page
911017,product_page
